San	San
26	26
mingħajr	without
billi	by
Ministeru	Ministry
għar-	min
data	data
17	17
ġew	have been
ix-	*
sens	sense
pubbliku	public
Sa	Up
Kummissjoni	Commission
25	25
permezz	through
tista'	you
dokumenti	documents
Offerti	Tenders
kont	bill
għat-	all
Ref	Ref
qatt	never
jien	be
Prim	Prime
Lulju	July
għalhekk	therefore
jagħmel	do
informazzjoni	intelligence
il	the precise
9	9
kulħadd	everybody
Ġimgħa	Week
kundizzjonijiet	conditions
ġurnata	day
Frar	February
ħaġa	thing
għad-	for
jinkisbu	are achieved
kuntratt	contract
qegħdin	they are
vs	vs
kwistjoni	matter
skond	according to
kollu	entire
7	7
matul	along
appellant	appellant
art	land
Valletta	Vacuum
mis-	of
partijiet	parts
Ir-	Chat
lura	backwards
24	24
Imma	Only
16	16
għaliex	because
15	15
nuqqas	lack
tagħmel	make
*	*
tiegħi	my
fih	contain
anke	even
Illi	That
regoli	rules
oħrajn	others
post	place
Maltin	Maltese
Istat	State
jgħarraf	notify
bla	without
Diċembru	December
]	]
2013	2013
30	30
pjanta	plant
sal-	up
21	21
rikorrenti	applicant
Kien	Charge
F'	Amo
kompetenza	competence
[	[
qiegħed	put
Ċivili	Civil
14	14
dawl	light
ser	will
ġenerali	general
P	P
naħa	wing
Awtorità	Authority
Dawn	These
2008	2008
to	to
rikors	recourse
L	Slud
bżonn	need
kellha	have
ilu	ago
B	B
tajjeb	fair
soċjetà	society
et	et
Fl-	At
ammont	amount
Lokali	Local
rinviju	referral
Settembru	September
tan-	of
2015	2015
8	8
pajjiż	country
jaf	know
kbira	great
partikolari	particular
—	-
ġurisdizzjoni	jurisdiction
Meta	When
18	18
domanda	demand
B'	Such
dispożizzjoni	willingness
liema	which
drittijiet	rights
sar	become
sitwazzjoni	situation
dispożizzjonijiet	provisions
ħlas	charge
Direttur	Director
milli	rather
lanqas	nor
13	13
and	and
tali	such
jsir	done
saret	made
Tlieta	Three
Ewropew	European
aħjar	better
diġà	already
differenti	various
prinċipju	principle
ġej	the following
tliet	three
mt	MT
servizzi	services
proċeduri	proceedings
Erbgħa	Four
2007	2007
2016	2016
kieku	if
President	President
Limited	Limited
mir-	of
materja	pus
tagħna	our
soċjali	social
Ara	See
22	22
servizz	service
ġurisprudenza	jurisprudence
jidher	appear
proċedura	procedure
Jien	Be
Membri	Members
%	%
edukazzjoni	education
Ltd	Ltd
legali	legal
mogħtija	delivers
jagħmlu	make
poplu	people
'l	l
tfal	kid
ksur	fracture
diskriminazzjoni	discrimination
Partit	Exchange
proprjetà	property
D	D
iċ-	the
x-	x
favur	favor
beda	commence
Luqa	Luke
kuntest	context
pensjoni	pension
Laburista	Labor
jiġux	they do
Furjana	Furana
ittra	note
minnhom	them
T	Test
Borg	Borg
…	…
l	slud
28	28
Belt	City
Madankollu	However
31	31
Kamra	Room
bid-	with
ġodda	new
dar	house
Korporazzjoni	Corporation
kwotazzjonijiet	quotes
PN	Pn
tal	turn
sakemm	pending
bis-	with
anqas	less
bażi	base
ġdida	new
taddokument	of document
ħajja	life
50	50
Issa	Currently
2010	2010
ġejjin	following
ikkunsidrati	considered
elezzjoni	election
ghal	for
kliem	parole
Kif	How
23	23
leġiżlazzjoni	legislation
Huwa	He
saħħa	health
isem	name
fond	deep
kumpanija	company
qrati	Courts
fiha	contain
għandna	we have
madwar	about
Maltija	Maltese
diversi	several
affarijiet	things
fost	of
kera	lease
seħħ	preparation
msemmija	named
imsemmi	mention
applikabbli	applicable
tnejn	two
ismijiet	names
Iżda	Only
ħa	portray
2000/78	2000/78
forsi	maybe
isir	done
Regolamenti	Regulations
soġġett	subject
kaxxa	bin
kbir	large
jara	see
F	F
Stat	Status
taċ-	of
jagħti	give
tgħid	to say
mil-	from
xahar	month
tagħrif	information
effett	effect
aħna	we
eżami	test
iżjed	more
prinċipali	principal
Tribunal	Tribunal
preliminari	preliminary
kawżi	causes
gvern	government
flus	money
nannu	grandfather
Affarijiet	Things
gov	gov
2017	2017
qasam	divide
Ottubru	October
għamel	do
ħaddiema	worker
Farrugia	Crush
Jista'	Might
meħtieġa	demand
Minn	From
jieħu	take
punti	points
natura	nature
anki	also
Kull	All
ilma	water
uffiċċju	office
illum	today
appellanti	appellant
sentenzi	sistences
dikjarazzjoni	announcement
Segretarju	Secretary
sew	fine
ara	see
Rurali	Rural
Istati	States
xhur	months
ssir	become
interess	interest
tard	late
Min	Whoever
la	neighborhood
Diviżjoni	Division
irid	want
tista	can
effetti	effect
formoli	formulas
Fond	Deep
Gonzi	Gonzi
Artijiet	Lands
kompetenti	competent
Bejgħ	Sale
taż-	of
stess	own
www	www
c	c
muri	be shown
pożizzjoni	position
trid	want
Enemalta	Enemalta
programm	program
xorta	sort
termini	terms
Ewwel	First
regola	rule
ħsieb	thought
drabi	times
għalih	him
min-	who
settur	sector
rilevanti	relevant
filwaqt	pay
Dr	Dr
le	no
I	Criminal
rikonoxximent	acknowledgment
ġimgħa	week
fatti	data
Liġi	Law
pendens	pendens
Bord	Board
website	Website
Wara	Past
Novembru	November
toroq	road
Avukat	Lawyer
Court	Court
kinitx	dog
ż-	stay
jista	may
Tnejn	Two
mija	hundred
Muscat	Muscat
ċ-	the
nofs	half
Sur	Mr
għan	purpose
qiegħda	unemployed
tant	so
aħmar	red
bir-	accurate
preżenti	present
applikazzjonijiet	applications
jibqa'	remain
Marsa	Marsa
relatati	related
lis-	to
għal-	to
Kwot	Quot
inqas	less
huwiex	he
lis	al
importanti	important
de	de
ġenituri	parents
raġunijiet	Reason
tat	give
jkollu	have
Bonnici	Bonnices
żgur	secure
politika	policy
X'	What
isiru	be made
for	for
00	00
Ħamis	Thursday
kumpens	compensation
Illum	Today
Għalhekk	Therefore
mingħand	from
għeluq	closure
raġuni	reason
fin-	finish
trattament	treatment
Joseph	Joseph
peress	theous
inkwistjoni	in
impjieg	job
finijiet	purposes
minnha	it
daqqa	blow
għandux	don't
jiġifieri	that
miegħu	with him
0	0
jistax	can't
minnu	by him
Li	That
2201/2003	2201/2003
staqsa	question
skura	dark
Edukazzjoni	Education
parzjalment	partially
sewwa	arrange
Kapitolu	Chapter
ċerti	certain
kellhom	ust
Konvenzjoni	Convention
dixxiplinari	disciplinary
fix-	into
stabbilita	establish
Skont	Discount
Nazzjonali	National
Qrati	Courts
fihom	contain
ewro	euro
ispejjeż	costs
mument	point
Parlament	Parliament
Fuq	Over
raġel	man
mistoqsija	inquiry
magħmula	made
sitt	six
stabbilit	set
Reġistru	Register
Pulizija	Police
Qormi	Burden
tiegħek	your
deċiżjonijiet	decisions
kamra	room
mara	woman
Nazzjonalista	Nationalist
e	e
Hemm	There
Ippjanar	Planning
digriet	decree
atti	deeds
tagħti	give
Fenech	Fenech
każijiet	cases
bbażata	based
obbligu	liability
Joe	Joe
t'	th
bidu	beginning
xieraq	seemly
=	=
Management	Management
ċar	light
+	+
TAL-	Of
istituzzjoni	institution
ħażin	wrong
hemmx	there
għalkemm	although
parlamentari	parliamentary
jsiru	become
korp	order
ħinijiet	times
tinsab	lies
Riżorsi	Resources
Ċentru	Center
proġett	project
ħames	five
llum	today
Kostituzzjoni	Constitution
fehma	view
jiġri	happen
twemmin	belief
Mhux	Non
naraw	we see
nistgħu	can
Michael	Michael
valur	value
saru	become
sit	site
uffiċjali	official
jrid	want
ilment	complaint
35	35
tale	tale
laqgħa	meeting
tieħu	take
Kemm	How much
għadu	adverse
ngħid	to say
-il	-Hur
riżultat	result
sistema	system
bond	bond
Prinċipali	Principal
2005	2005
Abela	Reload
lok	location
jibda	start
bniedem	human
għadda	iron
triq	gateway
impjegati	employee
ftehim	settlement
għadd	count
kwalunkwe	any
konvenuta	crub
azzjoni	action
allura	So
bdiet	commenced
ċirkustanzi	circumstances
knisja	church
'il	the
KRP	KRP
minkejja	though
tul	length
responsabbli	liable
użu	use
International	International
quale	qua
ġewwa	inside
Debono	Debono
2019	2019
wisq	too
Sentenza	Sentence
KE	EC
kelma	word
dinja	earth
THE	The
Kiri	Lease
M	M
jkollhom	have
Blokk	Block
Procedure	Procedure
Iżvilupp	Development
2014	2014
konna	we were
naħseb	I guess
Appell	Appeal
TA'	Give
perjodu	period
jkollha	have
jidhru	appear
responsabbiltà	responsibility
Open	Open
Tender	Tender
tip	kind
bejgħ	sale
Kuntratt	Contract
mad-	with
attriċi	actress
element	element
pulizija	police
ritratt	photograph
Ordinanza	Ordinance
awtorità	authority
S	Sw
Kummissarju	Commissioner
fiż-	in
biżżejjed	adequate
perjodiku	periodic
akbar	biggest
Awla	Courtroom
tajba	good
proċess	process
risposta	answer
tistax	can
interpretazzjoni	interpretation
jirriżulta	result
familja	family
Knisja	Church
issir	become
Finanzi	Finance
sigurtà	security
Xogħlijiet	Work
esperjenza	experience
għad	yet
Barra	Out
għoxrin	twenty
Chairman	Chairman
jieħdu	take
appell	appeal
v	v
Zammit	Embezzle
883/2004	883/2004
Żahra	Blossom
massa	mass
8.30	8.30
pjanti	plants
livell	level
In-	In
bini	building
intimat	respond
finali	final
tielet	third
biċċa	piece
nagħmel	make
soltu	usual
Jason	Jason
ġejja	come
Rabat	Screw
8.00	8.00
differenza	difference
simili	like
meħtieġ	required
provvista	supply
mogħti	delivered
ruħu	self
lum	today
Italja	Italy
xulxin	each other
ĠU	OJ
għandi	I have
etika	ethical
int	be
Xogħol	Work
http	http
pajjiżi	countries
E	E
Bini	Building
talbiet	demands
kbar	large
ħidma	activity
Għal	For
is	is
għaliha	for her
tweġiba	response
awtoritajiet	authorities
18,742	18742
magħhom	with them
futur	future
Għall-	To
Permanenti	Permanent
jridu	they want
stabbiliti	set
Parlamentari	Parliamentary
appellata	appealed
regolament	regulation
rimedju	remedy
Imbagħad	Then
tmur	go
veru	True
Mela	Fill
operazzjoni	operation
Floriana	Floriana
prezz	cost
i	criminal
lid-	to
istituzzjonijiet	institutions
kapaċi	capable
organizzazzjoni	organization
tara	see
seduta	hearing
negozju	business
investiment	investment
jaħdmu	work
Aktar	More
iskola	school
sħiħa	whole
erba'	four
anness	annex
investigazzjoni	investigation
Alfred	Alfred
that	that
baqa'	remain
pajjiżna	our country
Irene	Irene
CHAIRMAN	Chairman
Art	Land
inklużi	including
baħar	sea
kummerċjali	commercial
bogħod	away
ċertifikat	certificate
postijiet	places
50.00	50.00
elf	thousand
Ilma	Water
mas-	with the
Fi	Inside
fundamentali	fundamental
tnaqqis	reduction
ngħidu	say
Bażiku	Basic
img	img
partit	exchange
SPEAKER	Speaker
mix-	from
sħiħ	whole
personali	personal
prova	trial
grupp	group
jum	day
iffinanzjata	fund
self	loan
għandhiex	have
jibqgħu	remain
Liġijiet	Laws
Kodiċi	Code
jkunx	would not
Robert	Robert
kunċett	concept
Rikorrenti	Applicant
987/2009	987/2009
ħareġ	exit
ministru	minister
qamar	moon
Kaxxa	Bin
paġna	page
suq	market
għand	at
japplikaw	to apply
Fis-	In
ċans	chance
dettalji	detail
Soċjali	Social
limiti	boundary
Kopja	Copy
Isptar	Hospital
sajf	summer
età	age
identità	identity
Grad	Degree
Hu	He
ġara	occur
Hekk	So
reliġjon	religion
nagħmlu	make
Oppożizzjoni	Opposition
marbuta	link
tkunx	not
ordni	order
ikollu	have
pubblikazzjoni	publication
għoti	award
sett	set
nota	note
attività	activity
VAT	Vat
jipprovdi	provide
għadhom	yet
ġo	into
qrib	close
abbażi	base
qalet	she said
daħal	enter
Forsi	Maybe
frott	fruit
bieb	door
kanzunetta	song
daqs	as
tibqa'	to remain
The	The
għalihom	them
ċittadini	nationals
studju	study
għajnuna	help
mg	mg
konsenja	consignment
Procurement	Procurement
immarkat	mark
konfront	match
mewt	death
referenza	reference
jiena	I
Vertical	Vertical
ried	want
ħaddieħor	else
ċċitata	cite
kriminali	criminal
direttiva	directive
kamp	camp
diskussjoni	discussion
numri	numbers
Prosit	Cattle
Arbitru	Arbitrator
jinsab	lying
perijodu	period
jintefgħu	being thrown
membri	members
fuqu	about
Fit-	At
jaslu	arrive
dubju	doubt
tingħata	deliver
mat-	with
ħdan	within
Trasport	Transport
jinkiseb	obtaining
Numru	Number
uffiċċji	offices
aqwa	amazing
Permezz	Through
separazzjoni	separation
lit-	total
Għaldaqstant	Therefore
lilu	him
suġġett	subject
rapport	report
dħul	entrance
bdew	start
nkunu	we are
kelli	201
reġa'	rejoice
Sant	Holy
somma	sum
speċjali	special
Università	University
individwali	individual
preċedenti	precedent
kwistjonijiet	issues
ħtieġa	need
kważi	almost
diffiċli	difficult
nett	ring
radju	radio
Xi	Some
qalb	heart
Kienet	It was
prodott	product
skop	goal
Pubbliċi	Public
d	d
rata	rate
ħabta	impact
2000	2000
Ewropa	Europe
kwotazzjoni	quote
notifika	notification
Mizzi	Mizzi
kumpannija	company
prinċipji	principles
innifsu	herself
be	be
proċedimenti	proceedings
TA	Kick
bħall-	like
kostituzzjonali	constitutional
Amministrattiva	Administrative
istorja	history
Kont	Bill
demm	blood
High	High
Akkwist	Acquisition
lokali	local
IL-	The
grad	degree
inkluż	including
Tal-	Of
37	37
Financial	Financial
11.00	11.00
jinsabu	found
ħadet	act
miktub	writing
2004	2004
magħha	with
Mr	Mr
Group	Group
fosthom	including
mertu	merit
jgħidu	say
Rik	Screen
39	39
liġijiet	laws
inhu	interest
tieghu	his
eżistenza	existence
Alla	God
Applikazzjonijiet	Applications
Dak	That
Pawl	Pant
ħdejn	adjacent
Direttorat	Directorate
jingħataw	given
Servizz	Service
sottomissjonijiet	submissions
taħriġ	training
@	@
Fondazzjoni	Foundation
WasteServ	Wasteserv
tibda	start
Se	Will
bit-	with
ippreżentat	presented
Proċedura	Procedure
ħalli	all
ħsara	damage
kaz	case
Falzon	Falzon
mar	visit
xhieda	testimony
Milan	Milan
mhijiex	is
għadha	yet
ċertu	certain
domandi	demand
sostna	sustain
problemi	problems
A1	A1
djalett	dialect
ppubblikata	published
lista	list
ħruġ	exit
dovut	due
jgħaddi	pass
joħroġ	exit
avviż	notice
Ix-	*
jagħtu	give
internazzjonali	international
jaħdem	function
kariga	pair
Ħadd	Nobody
ċivili	civil
mitt	100th
Executive	Executive
Imsida	Miss
36	36
imniżżlin	downloaded
Attard	Attard
proċedurali	procedural
tqis	consider
adita	ability
jerġa'	restore
miżuri	measures
malajr	suddenly
tidher	appear
jintbagħtu	are sent
Sezzjoni	Section
fiċ-	at
sehem	share
tenur	tenor
ordnat	ordered
tirrigwarda	concern
Melita	Melita
maisonettes	maisonettes
sovrapposti	superim
terminu	term
wiċċ	surface
Awstrija	Austria
fol	fol
elementi	elements
obbligi	obligations
aktarx	rather
12/19	12/19
Kostituzzjonali	Constitutional
leġislazzjoni	legislation
bosta	plenty
jeħtieġ	need
ħaddiem	worker
għaddej	going
seta'	afford
weraq	leaf
nafx	I know
Għolja	Hill
45	45
paragrafu	paragraph
ii	II
Pubbliku	Public
intitolat	headed
32	32
ugwaljanza	equality
II	II
contracts	contracts
Provvediment	Provision
trasport	transport
stipulat	agreed
iskop	purpose
professjonali	professional
C-	C-
Ġurisdizzjoni	Jurisdiction
bejniethom	between
Fid-	At
44	44
minflok	instead of
eċċezzjoni	exception
għalfejn	why
kinux	do
tiddeċiedi	decide
Taljan	Italian
mbagħad	then
taxxa	charge
tassew	indeed
lest	ready
ritratti	photographs
MLP	Mlp
hawnhekk	here
ċ	c
Santa	Holy
jkunux	not
ċertifikati	certificates
tim	team
Ugwaljanza	Equality
proġetti	projects
jafu	know
J	J
ħamsa	five
Ta'	Give
40	40
Pjazza	Square
Wied	Valley
kampanja	campaign
Prim'	Prime
aggravju	groundland
34	34
protezzjoni	screen
appartamenti	apartments
trasferiment	transfer
jirriżultaw	result
ġustizzja	justice
opinjoni	opinion
interessi	interest
quddiemha	in front of it
malli	as
ifisser	mean
Tonio	Tonio
imbagħad	then
ligi	law
oriġini	origin
tas	of
problema	problem
{	{
}	}
naf	I know
gravitazzjonali	gravitational
kmieni	early
jingħata	given
Ninvestu	Investing
Mosta	Mosta
miżura	measure
toħroġ	get out
mistoqsijiet	questions
tad	add
jitkellem	speak
66	66
Azzopardi	Azzopardi
Artikoli	Articles
ruħha	herself
eċċezzjonijiet	exceptions
Biex	That
subparagrafu	subparagraph
deċiża	decided
Dik	That
jidħlu	come
1979	1979
rekwiżit	requirement
effettiv	effective
zmien	time
għamlu	do
daqshekk	so
żwieġ	marriage
Josef	Josef
MR	Mr
Abbozz	Draft
employed	employed
Investiment	Investment
Office	Office
juri	show
attivitajiet	activities
kuntratti	contracts
suġġetti	subjects
Ingliż	English
installazzjoni	installation
WSC	Wsc
talbet	request
wasal	arrive
jirrigwarda	concern
46	46
provi	evidence
għandek	you
soċjeta`	society
or	or
App	App
jasal	come
interpretat	interpret
konformi	compliant
bih	with
Għax	Because
rabta	bond
ħlief	than
laqgħat	gatherings
nisa	women
inkella	else
isptar	hospital
ħbieb	friendly
semma	mention
qisu	look
Reno	Reno
lejl	night
tfajla	girlfriend
Eurovision	Eurovision
88	88
Familja	Family
Dawk	Those
100	100
it	it
titolu	title
65	65
tletin	thirty
dal-	these
TLIETA	Three
Ambjent	Environment
Marsaskala	Marsaska
on	on
japplika	apply
elettorali	electoral
segwenti	following
talab	claim
Kunsilli	Councils
żieda	addition
klassi	class
41	41
33	33
mhumiex	are not
xhud	witness
Fir-	At
Minkejja	Though
setgħet	could
unika	unique
divorzju	divorce
mar-	with
nara	see
jkollna	getting
Mejda	Table
mgħottija	obscured
18,853	18853
dumping	dumping
esportatur	exporter
Informazzjoni	Intelligence
tlett	three
għażla	selection
&	&
residenti	resident
karattru	character
kitba	writing
elfejn	two
Bl-	With
jidħol	enter
Camilleri	Camilleri
konklużjoni	conclusion
's	's
mhix	it
bħalissa	currently
Grech	Grech
§	§
relazzjoni	relationship
għaddiet	pass
possibbli	possible
44/2001	44/2001
wild	skin
kellux	had
td	TD
rec	rec
nitkellmu	talking
antidumping	anti -dumping
effettività	effectiveness
Bonaci	Goodow
com	com
jistgħux	may
oriġinali	original
Mill-	By
board	board
regolamenti	regulations
idejn	hand
pubbliċi	public
notice	notice
9.00	9.00
ĦAMIS	Thursday
ex	ex
gruppi	groups
tipprovdi	provide
ambjent	environment
Chief	Chief
Forzi	Forces
Armati	Army
Agius	Agius
magħruf	notable
mitluba	charged
servitujiet	service
kirja	lease
apposta	deliberate
suppost	supposed
danni	damage
sinjal	sign
konsumatur	consumer
fuqhom	above
biha	with
lir-	to the
Deputat	Deputy
omm	mother
hux	not
ħutu	brothers
tmiem	termination
bidla	shift
manteniment	maintenance
evalwazzjoni	evaluation
adeżjoni	adhesion
privat	private
għaddejjin	going
ħarġet	issue
nieħdu	we take
xemx	sun
ra	watch
OWEN	Owen
BONNICI	Bonnices
ktieb	book
sabiħ	lovely
provditur	supplier
pubblika	public
ikollhom	have
magħżula	selected
uffiċjal	officer
Amministrazzjoni	Administration
tasal	arrival
talofferta	of tender
30.00	30.00
karozzi	automobile
seba'	seven
Garaxx	Garage
bihom	with
jinġabru	being collected
mużika	music
ħlasijiet	charges
Organizzazzjoni	Organization
Giovanni	Giovanni
bħalma	like
konklużjonijiet	conclusions
ċirkostanzi	circumstances
għan-	purpose
taħdem	work
normali	normal
V	V
fuqha	over it
42	42
Mario	Mario
ferm	firm
Vol	Vol
qafas	frame
taf	know
not	not
sempliċi	simple
Għalkemm	Although
pereżempju	for example
Jiena	I
karozza	streetcar
realtà	reality
kompla	proceed
nkun	be
irridu	effect
galassji	galaxies
×	×
M'	With
Iva	Yes
produttur	producer
Dikjarazzjoni	Announcement
iridu	they want
applikanti	applicant
formola	form
kunsiderazzjonijiet	considerations
kandidat	candidate
Fejn	Where
għandhomx	they have
mill	by
Programm	Program
ETC	Etc.
Officer	Officer
Komunikazzjoni	Communication
Industrijali	Industrial
Ġwann	John
tmexxija	lead
Anthony	Anthony
ai	ai
Mallia	Mallia
47	47
Birkirkara	Well
konvenut	defendant
eżerċizzju	exercise
għamlet	do
titlob	asking
baqgħet	stay
Mifsud	Mifsud
argument	argument
Hija	It
tistaqsi	ask
difiża	defense
TFUE	The TFEU
sess	sex
amministrattiva	administrative
storja	history
produtturi	producers
bdejt	you started
moħħu	mind
xmara	river
Kienu	Were
Qed	Are
għada	tomorrow
Ewro	Euro
isfel	down
minuri	minor
52	52
xogħlijiet	work
benefiċċji	benefits
sejħa	call
posta	mail
ħatra	appointment
Sibt	I found
Ravelin	Ravelin
kostruzzjoni	construction
Reġjonali	Regional
materjal	material
Mater	Mater
Dei	Dei
rifjut	refusal
Xiri	Purchase
relattivi	relative
żgħar	small
187	187
osservanza	compliance
talbu	claim
però	yet
Maria	Maria
imur	go
impjegat	employee
Tieni	Second
komuni	common
preżenza	presence
għax-	given
aċċess	admission
jedd	right
tapplika	apply
Min-	Who
daħlu	enter
sabet	found
1998	1998
sid	owner
jittieħdu	taken
irtirar	withdrawal
suċċess	success
jiem	days
żied	augment
idu	guide
lin-	the
Libja	Libya
kaċċa	hunt
KUMITAT	Committee
passi	steps
smiegħ	hearing
kwadru	square
bin-	with
eżistenti	existing
ijiem	days
Ekonomija	Economy
intervista	interview
juru	show
jitolbu	they ask
Politika	Policy
Disinn	Pattern
kuljum	daily
ftuħ	opening
akkumpanjati	accompanied
Akkwisti	Acquisitions
Cash	Cash
forma	form
jaraw	see
komunità	community
proposta	proposal
idejh	hand
miet	die
joqgħod	fit
Lawrence	Lawrence
azzjonijiet	actions
terzi	third
38	38
ħajt	wall
filgħodu	morning
2.33	2.33
appellati	appeal
as	as as
sejjer	going
Drittijiet	Rights
ommu	his mother
sab	find
Filwaqt	Pay
determinazzjoni	determination
importanza	importance
lealtà	loyalty
żgħira	small
passat	coating
aspetti	aspects
wħud	some
ġimgħat	weeks
uniku	unique
ekonomiku	economic
ajru	airline
jaħseb	think
riħ	wind
nista'	can I
Ċens	Rent
Naħseb	I guess
nifs	breath
segretarju	secretary
126/2018	126/2018
MH	Mh
2000/43	2000/43
kejl	measurement
karta	paper
dati	dates
iżomm	hold
jilqa'	welcomes
żona	zone
relatat	related
tidħol	to come
soġġetta	subject
MCAST	Mcast
barranin	foreigners
Elettorali	Electoral
Works	Works
jinkludi	include
mitlub	demanded
mimlija	stuffing
Maġistrati	Magistrates
John	John
49	49
kundizzjoni	condition
Wieħed	One
Unit	Unit
69	69
attenzjoni	demanding
rwol	role
direttament	directly
għaldaqstant	therefore
inti	you
Ġermanja	Germany
soċjeta'	society
deċiż	set
1997	1997
XXIII	Xxiii
disponibbli	available
ilhom	long
inkunsiderazzjoni	account
essenzjalment	essentially
sesswali	sexual
reat	crime
tifla	girl
normalment	normally
vera	true
jispjega	explain
Uniti	Unite
attitudni	attitude
kelliem	speaker
s'	only
Assoċjazzjoni	Association
spjega	explain
spiċċa	finish
qalbu	heart
capsicum	capsicum
ngħidlek	tell you
rasu	head
nistgħux	we can not
tfisser	mean
kompetizzjoni	competition
Żgħar	Small
Hawn	Here
qawwi	acute
intermedju	intermediate
esportaturi	exporters
metru	meter
2002	2002
g	g
ogħla	higher
implimentazzjoni	implementation
titniżżel	downloaded
injezzjonijiet	injections
Eco	Eco
assigurazzjoni	insurance
siegħa	hour
avviżi	notices
magħluq	closed
Power	Power
WSM	Wsm
Enterprise	Enterprise
Accounts	Accounts
Ikun	Be
Kriminali	Criminal
jaqsam	share
Galea	Galea
mhuwiex	is not
Awissu	August
2003	2003
tipi	types
qiegħ	bottom
teħtieġ	requires
ċara	clear
Peress	Theous
by	by
ladarba	once
miljun	million
Rat	See
tirriżulta	result
saħansitra	even
Micallef	Micallef
kkunsidrat	consider
ġid	wealth
Qabel	Agree
baqgħu	remain
turi	show
nixtieq	I wish
tifel	boy
ugwali	equal
jmiss	next
idea	notion
dil-	that
moħħ	brain
appoġġ	support
għajnejh	eye
qallu	tell
nafu	we know
intimata	intimate
festival	festival
Vella	Vella
setgħat	powers
Q	Q
ġranet	days
vetturi	vehicles
oġġetti	goods
no	no
time	time
amministrattivi	administrative
Eżekuttiv	Executive
Notre	Notre
Dame	Day
sistemi	systems
arja	air
500	500
provvediment	provision
tistabbilixxi	establish
Latmija	Latia
MSK	Msk
4613	4613
diretta	direct
voti	vote
speċjalment	especially
Superjuri	Superior
